14.463713	15.293262	0
0.551215	1.742835	2
1.387759	0.085978	2
9.184858	10.057704	1
7.812115	7.743980	1
15.760228	16.177664	0
10.171800	10.309795	1
6.885655	7.154523	1
6.546793	5.220855	1
13.981335	12.884810	0
8.638656	8.841231	1
9.682621	10.443950	1
0.279146	-0.722334	2
0.015471	-0.249559	2
-0.658301	-0.343177	2
0.283609	0.417193	2
15.428020	16.257644	0
10.266851	10.046522	1
16.649679	17.739061	0
15.575645	15.782256	0
6.613632	7.215182	1
0.206922	0.376942	2
1.817483	1.280159	2
9.672252	9.863994	1
5.256767	5.378445	1
1.415994	0.584421	2
16.772094	18.192374	0
17.452166	18.119844	0
0.594034	0.332171	2
16.660404	16.669532	0
0.368596	0.604268	2
17.032372	16.814622	0
-1.520750	-0.936332	2
2.961386	6.002813	2
15.474214	16.523573	0
17.697424	17.380194	0
15.742533	15.584118	0
9.050666	7.348004	1
-1.036700	-1.374479	2
16.036351	15.427938	0
0.045620	-1.303046	2
17.181169	17.014183	0
15.727636	17.437777	0
14.713296	13.361944	0
7.867744	6.980627	1
16.492238	16.044239	0
7.130836	7.588367	1
15.492385	13.725252	0
17.106691	17.879994	0
7.338179	7.497099	1
16.221432	17.988315	0
9.522828	9.405003	1
6.993614	6.377396	1
17.313449	18.332790	0
16.295607	16.135909	0
0.408701	-1.333750	2
0.193199	-1.319858	2
-0.903848	-1.092481	2
16.667727	16.504110	0
7.548216	7.138220	1
-0.192933	-1.324850	2
-0.172649	-1.445240	2
7.214092	8.173859	1
14.260777	14.985220	0
14.521472	14.006487	0
18.862857	19.549591	0
6.571930	6.304460	1
10.020315	10.511660	1
0.080876	-0.645004	2
8.797794	6.412799	1
5.596584	5.396914	1
9.805427	10.835450	1
-0.786280	-0.846706	2
15.578171	15.825531	0
15.680827	14.208762	0
8.271203	9.504817	1
9.746916	8.914067	1
9.319183	8.322097	1
15.428296	14.225430	0
17.149675	16.284606	0
14.544405	13.004463	0
7.799372	6.699284	1
9.116398	10.333925	1
14.615040	16.549426	0
15.341877	15.218438	0
7.853147	6.561955	1
0.566181	0.551364	2
16.402198	17.936293	0
0.465738	2.047528	2
15.809260	15.563332	0
8.068060	9.219032	1
18.433573	17.902523	0
8.211685	8.492415	1
17.484806	17.058054	0
-1.280246	-1.075190	2
15.692335	15.537785	0
0.177139	-0.178480	2
7.868863	8.823905	1
-0.551700	-1.064403	2
15.457300	16.503488	0
9.435179	9.711511	1
16.339183	15.700186	0
8.275087	8.643367	1
15.160447	14.978710	0
0.519604	1.479071	2
-0.373343	-0.389138	2
-0.235136	-0.837031	2
7.894451	9.977840	1
-1.269955	-1.165448	2
16.219001	15.333389	0
1.747695	1.739311	2
-0.378601	-0.958482	2
15.839384	16.962560	0
0.750925	1.093347	2
14.619900	13.107456	0
-2.923392	-2.322548	2
15.847685	14.771349	0
15.882966	15.672315	0
7.278145	8.633241	1
0.828168	0.961133	2
8.140934	8.253164	1
8.727429	10.574672	1
0.301471	-1.701651	2
1.217860	1.811857	2
-1.091052	-1.664199	2
0.920928	-1.672420	2
-0.285697	0.544182	2
0.469934	-1.594543	2
