9.184061	9.640468
9.154421	9.073583
6.662824	7.056537
8.993309	11.316418
10.464891	9.470154
8.529350	7.814016
8.762125	8.345309
6.051410	5.326512
9.807723	9.734996
8.277512	9.083440
8.725046	8.878552
10.235076	10.193528
9.737131	7.866610
9.021047	7.096645
9.422601	9.504973
8.195541	8.707561
9.681496	11.552376
8.154997	8.360292
7.733209	8.062807
8.817687	10.554202
9.326500	9.111162
8.901250	7.388901
9.927268	10.222039
8.780603	8.496791
9.235749	8.197654
9.719704	10.051452
9.621246	8.369022
10.985331	9.835688
8.845708	7.783201
7.539637	7.353620
9.022960	9.631846
9.594489	9.976928
10.415226	10.750398
7.673767	6.539046
9.317240	8.300622
8.494721	6.536938
10.122726	10.037265
8.735912	8.828613
9.013780	7.904344
8.970689	10.504539
7.757396	8.717185
9.279500	9.209842
11.535193	12.226337
8.364553	9.316142
10.990077	13.080947
7.588382	6.745563
10.257342	9.949019
9.326634	8.854699
9.680232	11.082837
8.118569	6.835956
7.565347	8.200219
11.268418	12.339785
9.075883	9.413541
8.743067	8.693128
8.848333	10.253723
10.141434	10.480120
8.169896	9.057946
8.303409	9.325491
9.192973	8.832404
8.288105	7.694686
7.898321	6.671810
8.760698	9.333861
8.823982	8.925528
8.245272	10.487046
8.687854	10.974494
9.944415	10.362343
10.228306	11.450927
9.551617	9.535074
9.047027	9.287232
10.031106	10.961228
9.268200	9.250115
6.374648	5.670626
7.738265	6.458775
9.129901	10.457021
9.696974	8.815831
10.471966	9.733013
9.129611	8.917276
9.390870	10.103176
9.375559	8.496099
10.396237	9.726619
11.385003	12.295151
10.060745	9.275311
8.659048	7.380426
10.987261	11.513458
8.280983	9.334130
9.589057	9.856695
9.813059	10.699289
10.805854	12.446673
8.670127	9.424274
8.488734	8.538696
9.714469	9.541076
9.704278	9.364153
9.648945	9.084446
9.064891	8.819471
7.198346	8.936368
8.083464	7.287629
9.776597	9.387781
10.243323	10.053315
8.142133	6.886531
10.737838	10.708236
9.697428	10.036425
9.352575	8.493050
10.970961	11.228192
8.692893	7.725049
8.162280	7.650715
9.317358	10.740440
9.064460	8.010735
9.192884	9.479483
8.660887	8.963673
9.075732	10.440676
8.989620	9.912215
8.317568	8.158145
9.736394	11.520148
8.255916	9.367708
9.018695	10.133578
9.391989	8.227864
9.283119	8.819534
10.013083	9.565871
9.198231	10.441610
10.811864	11.119629
7.560701	6.214869
8.495171	7.928644
7.961065	7.930072
9.030758	8.594747
8.153392	5.743686
9.730058	8.562754
8.017497	9.963642
8.801243	9.006735
9.076446	8.707940
9.992207	10.502064
7.607991	8.674312
7.722240	9.221669
8.578793	8.229537
8.195648	8.120720
9.553805	9.300125
10.307589	10.962645
9.414821	9.147946
9.814282	9.981049
10.128307	9.984973
9.127874	8.292409
9.374235	7.641786
8.591151	9.204688
10.066508	11.859729
9.248652	10.301360
9.788434	9.638611
9.038193	7.377081
10.310467	11.271967
8.412389	8.677408
7.706368	7.735845
8.285254	8.429531
8.232327	8.974239
7.650397	6.763815
7.738463	6.692214
8.100970	7.929915
10.051742	10.005341
8.970484	8.768587
8.050581	8.662765
9.448816	10.387123
7.910686	8.188854
9.165078	12.207704
9.520655	11.362395
9.933073	12.157301
7.517171	8.595978
9.235744	9.506099
8.908726	9.188597
8.602014	8.182810
9.185728	8.877508
9.334027	9.847802
8.727168	6.214575
9.687207	8.228113
9.075354	10.397033
11.061369	12.282908
8.531488	8.395636
10.420048	10.689708
7.957250	6.412471
7.943018	8.142590
11.419461	10.325973
8.738664	8.259115
9.474493	7.701014
9.664725	10.318767
7.860767	7.361861
11.689853	12.163257
9.420467	8.683720
10.059050	9.896336
8.296134	8.373636
9.090143	8.166953
6.446639	6.249050
9.774904	10.590196
8.297877	8.026821
7.985084	7.172900
7.415837	6.598454
7.741364	6.371160
8.767092	7.636800
10.488945	10.570968
10.870322	10.365584
7.918971	8.089517
9.558368	11.475417
10.048904	10.001897
10.192873	11.096789
8.928759	8.798289
8.649372	7.575838
8.949117	7.024487
9.141362	9.638726
9.475344	8.398776
7.787438	8.586027
7.712121	7.063904
7.592944	7.830191
9.267551	8.724233
10.157176	9.833976
9.301902	8.461906
7.205429	8.002481
7.678151	7.219930
9.180274	10.097588
8.735171	10.484589
9.154694	8.888257
8.490326	7.924842
8.678773	9.916038
10.404962	10.104744
8.170341	10.212293
6.930161	5.508239
8.844342	9.005523
8.048697	8.593752
9.521575	10.342849
9.199410	9.014551
7.781477	7.007986
7.454741	7.908117
9.432486	9.122668
9.195655	9.611336
8.669989	8.291908
8.914056	8.409337
8.580043	7.026606
9.436728	8.926313
9.137314	8.101285
7.734630	7.436429
10.513354	11.244346
9.707525	10.724940
9.321490	8.080092
10.102883	10.625520
7.600744	8.883453
9.960742	9.596245
10.042722	10.704710
7.236476	8.037248
9.076084	7.545255
8.399930	9.466793
9.705881	11.972862
9.782998	9.016241
7.298866	7.923443
9.624913	9.632650
9.566225	10.528807
9.493276	9.698379
8.832879	8.310240
9.856634	9.052945
9.366224	6.844170
8.411469	7.743138
7.284670	5.618290
9.411340	8.419480
8.098606	9.042102
8.890846	8.600012
8.147694	6.728346
8.487012	8.372580
8.026231	6.976729
8.302389	7.045408
5.359498	5.915449
10.231049	10.144797
7.809621	7.418315
9.743015	10.165681
10.088114	12.688074
9.803962	10.103448
11.495155	10.592280
9.642372	9.612670
9.444116	9.470354
8.083397	8.288631
8.471271	10.345238
9.184941	10.471445
9.650469	10.255757
8.117161	10.467628
9.522102	8.218046
7.318519	5.383772
8.879050	7.415235
9.354750	9.673446
10.037353	10.352232
9.033024	9.701794
6.968450	7.380997
8.213129	7.251177
9.795331	12.058018
10.790578	10.385956
9.067542	9.970748
8.753897	7.746095
9.982778	11.187884
8.872763	9.171921
9.732888	9.059023
7.771292	8.489101
9.769202	10.984122
10.327872	10.693465
8.970651	9.544790
9.161056	8.936114
9.660278	10.641651
9.461996	10.981000
8.402824	8.673240
9.722626	10.037865
9.099055	9.226211
9.017369	9.884970
7.663111	8.777550
8.927392	9.185854
6.762129	6.755101
8.331885	8.432456
8.288964	5.915708
8.490130	8.973324
9.771457	9.517157
8.904053	8.645424
9.723733	10.397629
9.332034	8.086452
7.494020	8.492308
8.747150	9.030524
8.761775	9.497999
7.081329	6.057383
9.275030	8.447222
10.115302	9.715443
8.421988	8.468741
7.981244	6.905431
9.824197	11.185628
9.490378	11.706989
8.088756	9.054487
9.862806	8.743479
8.028499	8.526621
8.759720	9.967400
8.219183	9.410105
9.247048	8.842053
10.005335	8.785016
7.721274	8.834086
7.341362	7.547529
9.253999	7.372967
7.809525	7.939698
8.983328	9.686455
7.905459	7.734612
9.949136	9.170046
8.552842	9.347628
9.886243	10.363738
8.714245	8.139772
10.340587	11.014269
9.642662	8.429100
9.521923	9.700704
8.528624	8.265218
9.259976	10.027212
9.385386	9.682820
9.010979	7.922183
10.292764	11.639481
10.029360	10.352748
10.988797	11.077277
9.167930	11.275244
9.691236	9.527771
10.381847	9.867267
7.264233	7.087388
9.434405	8.378576
9.381519	8.814985
9.525921	9.394654
9.148122	8.648522
9.351329	10.576360
8.431463	9.216409
10.262761	10.149465
8.259995	9.560476
8.011443	9.145308
9.251433	8.612407
8.919233	8.629047
8.653251	11.277249
8.401483	7.210905
7.793625	9.304756
8.127714	8.070721
7.818548	8.190783
8.605935	9.581820
9.761420	9.845451
9.096712	8.415324
10.628542	7.683798
11.903122	11.128731
9.736133	10.660808
11.390746	12.013325
8.338245	7.827211
9.595965	10.135966
8.207842	7.918292
8.751286	8.843294
9.187222	10.969152
9.954188	9.147330
9.427031	9.931895
9.882608	10.573644
8.813445	8.619036
8.529294	6.332387
8.594951	9.787319
8.420004	6.773064
9.739520	10.480476
9.419708	10.575359
9.597281	10.021446
9.728423	9.496621
9.763689	10.280463
9.769606	10.960627
9.295192	9.049808
9.048162	8.737985
9.700191	11.276516
10.529799	12.252371
9.938284	9.890683
9.071457	8.632313
10.703511	10.464279
9.613872	10.046557
8.729608	8.238133
9.502363	10.668685
8.361332	7.476714
8.275982	7.469434
9.338718	9.271265
8.625532	9.137359
7.585940	6.776262
8.665984	7.864187
10.291382	10.525989
9.830784	10.457518
9.251812	9.018767
9.317411	7.603337
8.079295	6.919437
9.537158	8.585040
9.512250	9.376108
8.202933	8.856421
9.657184	10.591996
8.279736	9.037074
5.997249	4.116033
8.944701	7.362388
10.902967	10.598105
8.440255	6.988887
7.892775	6.330134
9.854820	9.197985
8.666792	8.328068
9.293151	9.626860
8.840223	7.234197
10.672206	11.138555
9.405395	10.017849
8.667705	7.887490
8.895616	8.919436
9.677284	10.103270
10.166164	11.097510
9.574706	10.382080
7.684752	8.718360
8.754169	9.269342
10.618384	9.254549
8.890011	8.585291
8.849728	8.987472
9.317773	8.884615
8.911275	7.845750
8.877742	9.110559
8.884815	6.676142
7.864891	7.986686
8.059753	6.745827
8.468370	7.185326
10.548617	11.649773
9.715377	10.804312
9.731401	8.074015
7.702048	7.572900
11.430907	10.329697
8.562041	8.238814
7.266410	5.646003
9.723334	9.754871
10.441191	11.688001
9.979914	10.947260
7.082905	6.133850
9.381093	9.185193
8.103012	6.735070
9.030188	8.393810
9.390414	9.079077
8.657132	7.572030
9.285538	9.730178
9.339094	9.760327
8.623815	8.211815
7.994868	6.898229
9.086380	8.590525
8.647222	8.435815
9.437935	9.092824
8.737680	10.145134
8.636581	9.408282
7.318540	6.030764
9.193120	7.532289
7.683739	7.506875
9.504978	10.226003
9.454481	10.158708
9.651402	8.579458
8.745953	9.341299
7.396954	6.160097
6.382252	5.886637
8.768270	9.749508
9.009946	7.547251
10.301355	10.682333
7.854390	8.470811
7.785429	6.864972
10.022606	9.706073
7.378550	6.611640
8.437969	8.586466
7.896912	7.112037
6.305438	7.942995
10.294655	10.594158
8.425390	8.082074
8.161670	7.614376
9.192615	8.316711
9.856903	9.757079
8.506207	7.612058
7.344200	6.048503
8.320338	7.797452
7.527479	6.921620
10.715805	10.197152
11.155187	11.603037
11.035554	9.949675
10.067371	11.117872
8.666553	8.520372
9.466402	9.616270
8.491876	9.119459
6.811994	7.029323
9.107027	9.817547
6.879676	6.223657
8.644162	8.775398
8.801430	7.915289
9.356514	8.743028
10.443367	10.923734
9.778793	7.943811
6.622478	8.001724
8.907953	7.843828
9.291824	8.050532
8.293589	7.689612
7.315834	6.314208
9.350631	8.207569
10.488693	10.396677
11.728247	12.331996
8.925921	9.324814
8.800638	9.015968
7.476609	7.256095
8.912057	8.833155
8.788397	8.349598
8.300102	8.172827
9.184896	8.952255
9.773380	10.996670
8.775050	8.403359
8.809527	7.500928
9.031011	8.376706
8.851558	9.044017
9.299066	9.097814
9.099873	7.094870
8.260446	8.063244
8.305885	9.248748
8.295362	7.681167
8.355530	10.440298
10.836240	12.193069
7.611984	6.810657
10.073128	9.756865
7.057945	6.510003
10.038215	8.209896
8.372003	8.761215
8.674642	8.957146
8.200301	9.088921
10.708556	11.143445
9.173645	10.910568
10.195583	10.424665
8.961724	11.026878
11.018182	11.037777
8.849705	8.990043
8.810818	10.164179
8.835686	7.886156
8.570606	7.698382
10.953148	11.597771
8.193365	9.557299
9.573428	8.223680
8.624689	9.953102
8.767923	7.428181
8.798675	10.306729
9.233340	7.671990
9.109380	8.907767
8.310407	9.481231
8.932979	9.526103
7.753610	6.884900
10.224468	10.307917
9.595947	10.336029
7.907164	8.206650
8.817198	8.277508
8.617986	9.079052
11.283824	10.430124
10.437048	10.328665
9.282031	10.194160
7.465783	7.915329
7.747229	6.692088
10.304434	10.361870
9.187313	9.461016
9.262064	7.780536
8.848596	9.405016
7.252656	6.311352
8.442624	8.715108
7.140702	7.343302
9.615546	8.460470
10.269664	11.060007
9.740270	10.188745
7.985113	9.299301
9.459530	6.675862
8.489143	8.547155
9.180891	8.000662
10.365198	10.299343
9.707073	10.148427
8.985597	8.837681
7.620177	7.116717
10.335092	9.761626
9.119305	10.665662
8.381088	7.441937
8.799644	9.393981
10.169152	10.818071
8.424432	7.417414
8.949557	7.804328
10.143489	8.432073
9.115604	8.285796
10.038418	10.727944
6.225477	5.412455
8.527841	9.661692
10.161589	11.651342
10.443844	9.644997
9.674839	9.661737
10.488438	12.361107
9.501583	8.316248
8.436020	8.197584
9.371225	10.417403
8.716658	7.369359
9.890699	10.938151
10.148332	10.708535
7.015023	7.581280
9.880743	10.916442
7.863972	6.303404
6.607867	7.119373
8.026672	6.533150
9.045038	8.835931
9.796569	11.051074
7.982118	7.263200
9.629937	9.099777
8.829286	9.119852
9.087125	10.731665
10.169713	10.638688
8.997913	9.997796
10.002117	9.090027
9.972137	9.873013
8.358965	7.889670
9.763666	8.959699
9.038873	9.043191
9.483306	9.132769
9.241815	9.421721
9.053128	9.465501
8.486375	9.200990
10.204891	12.101195
9.428494	9.708837
9.239751	9.620774
9.948049	9.361963
8.326274	7.980784
8.598757	10.047010
9.253620	10.484847
