-0.044305	0.374776	1.000000
0.340190	0.531870	-1.000000
0.010762	-0.241522	1.000000
-0.569401	0.130858	-1.000000
-0.459402	-0.462669	-1.000000
-0.080194	-0.246858	1.000000
-0.859536	0.292971	-1.000000
0.441357	0.657426	-1.000000
-0.204207	0.349638	1.000000
-0.155064	0.081454	1.000000
0.211765	0.189617	1.000000
0.066974	0.304638	1.000000
-0.229568	-0.215349	1.000000
-0.000527	-0.018569	1.000000
0.346899	-0.026347	1.000000
-0.750621	-0.430356	-1.000000
-0.029336	0.607794	-1.000000
-0.172192	0.694117	-1.000000
-0.741710	-0.615767	-1.000000
0.683310	-0.132722	-1.000000
-0.077331	0.206948	1.000000
-0.685616	0.063644	-1.000000
-0.334855	-0.340659	1.000000
0.103387	0.001131	1.000000
-0.422178	-0.243924	1.000000
0.059822	0.025044	1.000000
0.353946	-0.198131	1.000000
0.092874	0.024214	1.000000
-0.421470	-0.462306	-1.000000
0.362558	-0.792543	-1.000000
-0.288537	0.346173	1.000000
0.187424	0.105014	1.000000
-0.172188	-0.072020	1.000000
0.020182	-0.390529	1.000000
0.615726	0.729522	-1.000000
0.494408	-0.255960	-1.000000
-0.211809	0.045957	1.000000
0.210627	0.665230	-1.000000
-0.091220	-0.253543	1.000000
-0.252557	0.122169	1.000000
0.074351	-0.034380	1.000000
-0.742903	-0.287276	-1.000000
0.322228	-0.044595	1.000000
0.535766	-0.018941	-1.000000
-0.007003	-0.006320	1.000000
-0.496310	-0.266211	-1.000000
-0.421860	-0.187269	1.000000
-0.365326	-0.107875	1.000000
0.250621	0.447859	-1.000000
0.144595	0.145181	1.000000
-0.038165	-0.230020	1.000000
0.601301	-0.615247	-1.000000
0.484680	0.446268	-1.000000
0.015100	0.482540	1.000000
-0.075614	0.479683	1.000000
-0.514801	0.809954	-1.000000
0.006117	0.224645	1.000000
0.858135	-0.285661	-1.000000
0.049822	-0.080836	1.000000
0.367255	-0.002740	1.000000
0.498385	0.206482	-1.000000
-0.053425	-0.194098	1.000000
0.037558	0.136159	1.000000
-0.098506	-0.214360	1.000000
0.054402	0.213281	1.000000
0.581136	-0.056830	-1.000000
-0.446329	0.406392	-1.000000
-0.868994	0.431305	-1.000000
0.061611	0.964648	-1.000000
0.007040	-0.038325	1.000000
0.734843	-0.314948	-1.000000
0.118557	-0.349348	1.000000
0.079005	-0.174236	1.000000
-0.411712	0.624737	-1.000000
-0.408992	0.589399	-1.000000
0.158548	-0.158727	1.000000
-0.294671	0.138833	1.000000
0.454515	0.232713	-1.000000
-0.169005	0.020155	1.000000
-0.047296	0.366341	1.000000
0.232165	-0.031331	1.000000
-0.162501	-0.061643	1.000000
0.021200	0.015248	1.000000
0.279836	-0.233936	1.000000
-0.414951	-0.229777	1.000000
0.249470	0.010955	1.000000
0.013365	0.009408	1.000000
-0.256684	-0.060506	1.000000
-0.232080	-0.277206	1.000000
0.129975	-0.444533	1.000000
0.518145	-0.583874	-1.000000
-0.350930	0.706963	-1.000000
0.075343	-0.493721	1.000000
-0.280422	-0.543121	-1.000000
0.245185	-0.048596	1.000000
-0.054061	0.248257	1.000000
0.089356	0.316000	1.000000
0.429790	0.140762	1.000000
0.567695	-0.712989	-1.000000
-0.681880	0.435505	-1.000000
